Image name, L1_distance, L2_distance 
ProstateX-0301ADC0.jpg, 24844641, 66218.80084235896 
ProstateX-0301ADC1.jpg, 26610705, 70646.28820398138 
ProstateX-0301ADC10.jpg, 28909734, 77161.19112610951 
ProstateX-0301ADC11.jpg, 29975607, 79029.45883023621 
ProstateX-0301ADC12.jpg, 30532746, 79433.11450522383 
ProstateX-0301ADC13.jpg, 30342132, 79600.48415681905 
ProstateX-0301ADC14.jpg, 32455119, 83140.50974705411 
ProstateX-0301ADC15.jpg, 32972889, 84040.95910328487 
ProstateX-0301ADC16.jpg, 33258867, 83541.83003142796 
ProstateX-0301ADC17.jpg, 33568326, 83989.11786654269 
ProstateX-0301ADC18.jpg, 33508899, 83408.83785906623 
ProstateX-0301ADC2.jpg, 27390999, 71168.18281367033 
ProstateX-0301ADC3.jpg, 25527093, 67997.32120458865 
ProstateX-0301ADC4.jpg, 25656540, 68485.80315656669 
ProstateX-0301ADC5.jpg, 26780064, 70939.50793457762 
ProstateX-0301ADC6.jpg, 30807807, 78169.00185495526 
ProstateX-0301ADC7.jpg, 29594253, 76505.50111593283 
ProstateX-0301ADC8.jpg, 30474399, 79186.77948369917 
ProstateX-0301ADC9.jpg, 30943503, 79994.49270418558 
ProstateX-0302ADC0.jpg, 26692527, 73141.2795007033 
ProstateX-0302ADC1.jpg, 25888584, 70334.0562743256 
ProstateX-0302ADC10.jpg, 29739261, 77905.11368966739 
ProstateX-0302ADC11.jpg, 29381313, 76402.31459190225 
ProstateX-0302ADC12.jpg, 28897023, 75315.13594889145 
ProstateX-0302ADC13.jpg, 26775915, 70690.42136668871 
ProstateX-0302ADC14.jpg, 26651310, 70966.48903531863 
ProstateX-0302ADC15.jpg, 27241509, 72098.82199453747 
ProstateX-0302ADC17.jpg, 24811509, 69276.81319893403 
ProstateX-0302ADC18.jpg, 24772791, 68629.46180030848 
ProstateX-0302ADC19.jpg, 25262667, 69957.71700820432 
ProstateX-0302ADC2.jpg, 29659869, 77482.88954988707 
ProstateX-0302ADC20.jpg, 28733838, 75089.97682780305 
ProstateX-0302ADC21.jpg, 28840188, 74557.12553472002 
ProstateX-0302ADC22.jpg, 29803611, 75110.22110871463 
ProstateX-0302ADC3.jpg, 28052376, 74960.28932708304 
ProstateX-0302ADC4.jpg, 28377417, 75997.04402804098 
ProstateX-0302ADC5.jpg, 25956042, 71873.0850179676 
ProstateX-0302ADC6.jpg, 29509149, 77978.37644501198 
ProstateX-0302ADC7.jpg, 28904754, 77657.25523091838 
ProstateX-0302ADC8.jpg, 29602470, 77550.4265752291 
ProstateX-0302ADC9.jpg, 29127951, 77568.90897131401 
ProstateX-0303ADC0.jpg, 29688963, 79020.0655846349 
ProstateX-0303ADC1.jpg, 32103759, 77649.0811342929 
ProstateX-0303ADC10.jpg, 31939677, 80411.56120235448 
ProstateX-0303ADC11.jpg, 31911192, 81395.62162671896 
ProstateX-0303ADC12.jpg, 29880129, 78191.89539204176 
ProstateX-0303ADC13.jpg, 33109074, 84314.6086274496 
ProstateX-0303ADC14.jpg, 33733146, 85500.29010477099 
ProstateX-0303ADC15.jpg, 31129761, 82284.83303136734 
ProstateX-0303ADC16.jpg, 29909388, 80221.75499202196 
ProstateX-0303ADC18.jpg, 32717220, 83246.97929654866 
ProstateX-0303ADC2.jpg, 29965806, 75383.80424202536 
ProstateX-0303ADC3.jpg, 27193293, 73237.7766661441 
ProstateX-0303ADC4.jpg, 30051750, 76600.13262390607 
ProstateX-0303ADC5.jpg, 29862804, 75186.28401510477 
ProstateX-0303ADC6.jpg, 29881269, 73428.59039229884 
ProstateX-0303ADC7.jpg, 30864438, 75979.90205310876 
ProstateX-0303ADC8.jpg, 32197743, 79517.65881236695 
ProstateX-0303ADC9.jpg, 32012298, 79586.1678308486 
ProstateX-0304ADC0.jpg, 26010228, 70900.02434414251 
ProstateX-0304ADC1.jpg, 24390855, 68440.59437935939 
ProstateX-0304ADC10.jpg, 27840387, 73461.09257967785 
ProstateX-0304ADC11.jpg, 30019080, 77906.68375691524 
ProstateX-0304ADC12.jpg, 28844160, 75427.0773131241 
ProstateX-0304ADC13.jpg, 29720613, 76215.92091551475 
ProstateX-0304ADC14.jpg, 30374646, 77456.46025994216 
ProstateX-0304ADC15.jpg, 31489680, 79818.05292037636 
ProstateX-0304ADC16.jpg, 31544043, 79534.29002009133 
ProstateX-0304ADC18.jpg, 29643300, 76475.72140228558 
ProstateX-0304ADC2.jpg, 26118579, 70704.89975242168 
ProstateX-0304ADC3.jpg, 26423361, 71198.51097459834 
ProstateX-0304ADC4.jpg, 25048674, 68464.76582885535 
ProstateX-0304ADC5.jpg, 25676625, 68264.15727891175 
ProstateX-0304ADC6.jpg, 27784263, 73326.15696325562 
ProstateX-0304ADC7.jpg, 27263889, 72166.25249380765 
ProstateX-0304ADC8.jpg, 26835990, 70917.243305137 
ProstateX-0304ADC9.jpg, 28403820, 74124.57288915734 
ProstateX-0305ADC1.jpg, 28304037, 73110.6611582743 
ProstateX-0305ADC11.jpg, 28998267, 76263.34121319365 
ProstateX-0305ADC12.jpg, 29460579, 76897.55711984614 
ProstateX-0305ADC13.jpg, 30554757, 79353.46202277504 
ProstateX-0305ADC14.jpg, 29710299, 77912.13622408257 
ProstateX-0305ADC15.jpg, 29455506, 76718.59924425106 
ProstateX-0305ADC16.jpg, 27943416, 73480.51370261371 
ProstateX-0305ADC17.jpg, 27892575, 72942.27788463971 
ProstateX-0305ADC18.jpg, 28749156, 73921.37105059673 
ProstateX-0305ADC2.jpg, 25049664, 68819.95863119942 
ProstateX-0305ADC3.jpg, 24657699, 68235.71131746192 
ProstateX-0305ADC4.jpg, 24866178, 68580.10494305182 
ProstateX-0305ADC6.jpg, 28771773, 73816.72235340715 
ProstateX-0305ADC7.jpg, 28776468, 73773.36982949877 
ProstateX-0305ADC8.jpg, 29452626, 74535.9125522724 
ProstateX-0305ADC9.jpg, 30725961, 76993.38163115061 
ProstateX-0306ADC0.jpg, 31269825, 81000.41849891888 
ProstateX-0306ADC1.jpg, 33599184, 84576.68607837505 
ProstateX-0306ADC10.jpg, 33864201, 86910.37951246099 
ProstateX-0306ADC11.jpg, 33860316, 87099.7342475854 
ProstateX-0306ADC12.jpg, 34424610, 88116.50139446073 
ProstateX-0306ADC13.jpg, 33251775, 86101.87755792553 
ProstateX-0306ADC14.jpg, 35778324, 89977.85000765466 
ProstateX-0306ADC15.jpg, 35710302, 89698.69136169156 
ProstateX-0306ADC16.jpg, 32383848, 83766.34725234234 
ProstateX-0306ADC17.jpg, 34238205, 86719.40006134729 
ProstateX-0306ADC2.jpg, 33850377, 84686.27807974559 
