Image name, L1_distance, L2_distance 
ProstateX-0301ADC0.jpg, 32440014, 88954.61529341803 
ProstateX-0301ADC1.jpg, 32534631, 88961.7704016731 
ProstateX-0301ADC10.jpg, 37398264, 95063.78799521929 
ProstateX-0301ADC11.jpg, 24702447, 77935.41077713006 
ProstateX-0301ADC12.jpg, 26980539, 81554.38425369907 
ProstateX-0301ADC13.jpg, 24273369, 77243.75227162389 
ProstateX-0301ADC14.jpg, 26172078, 80322.27070993448 
ProstateX-0301ADC15.jpg, 25787091, 79680.48939985246 
ProstateX-0301ADC16.jpg, 25408233, 78896.329667482 
ProstateX-0301ADC17.jpg, 20361972, 70287.18658475384 
ProstateX-0301ADC18.jpg, 22435818, 73968.00547534048 
ProstateX-0301ADC2.jpg, 27387273, 81914.29096928082 
ProstateX-0301ADC3.jpg, 29320335, 84661.10490065672 
ProstateX-0301ADC4.jpg, 32678508, 89306.24483203849 
ProstateX-0301ADC5.jpg, 33452769, 90417.41056345288 
ProstateX-0301ADC6.jpg, 36139188, 93609.07196420655 
ProstateX-0301ADC7.jpg, 34768353, 92455.74991854212 
ProstateX-0301ADC8.jpg, 37244331, 95092.15701097541 
ProstateX-0301ADC9.jpg, 36494931, 94429.69583240221 
ProstateX-0302ADC0.jpg, 38612970, 96542.27240955125 
ProstateX-0302ADC1.jpg, 33485265, 90130.96406341164 
ProstateX-0302ADC10.jpg, 22003596, 72944.80306368644 
ProstateX-0302ADC11.jpg, 27560928, 81992.37940199077 
ProstateX-0302ADC12.jpg, 22388202, 73294.5989551754 
ProstateX-0302ADC13.jpg, 22954047, 74423.80697733756 
ProstateX-0302ADC14.jpg, 22290327, 73218.38144209416 
ProstateX-0302ADC15.jpg, 28921713, 83855.40360048361 
ProstateX-0302ADC17.jpg, 24612675, 77135.99850264467 
ProstateX-0302ADC18.jpg, 24951285, 77857.33316136638 
ProstateX-0302ADC19.jpg, 27144348, 81100.44264984009 
ProstateX-0302ADC2.jpg, 33452976, 90496.10095468201 
ProstateX-0302ADC20.jpg, 28378467, 82745.92924730497 
ProstateX-0302ADC21.jpg, 25979754, 79333.94283659423 
ProstateX-0302ADC22.jpg, 18692976, 66381.59797715026 
ProstateX-0302ADC3.jpg, 31685781, 87526.93200952493 
ProstateX-0302ADC4.jpg, 32709156, 89096.94247279195 
ProstateX-0302ADC5.jpg, 26374647, 79975.34755785685 
ProstateX-0302ADC6.jpg, 15293742, 60204.3021718548 
ProstateX-0302ADC7.jpg, 17753664, 65223.198633615015 
ProstateX-0302ADC8.jpg, 16716306, 63051.289122427945 
ProstateX-0302ADC9.jpg, 18019587, 65710.98088599804 
ProstateX-0303ADC0.jpg, 43775766, 103741.41904755303 
ProstateX-0303ADC1.jpg, 43306065, 103680.35174998202 
ProstateX-0303ADC10.jpg, 43754256, 103414.9276748768 
ProstateX-0303ADC11.jpg, 43306044, 103140.65188857398 
ProstateX-0303ADC12.jpg, 43577250, 102687.75183048853 
ProstateX-0303ADC13.jpg, 40597005, 100306.63683425938 
ProstateX-0303ADC14.jpg, 41167362, 101109.66992330654 
ProstateX-0303ADC15.jpg, 42041889, 102219.1632669726 
ProstateX-0303ADC16.jpg, 37794657, 96956.06064089031 
ProstateX-0303ADC18.jpg, 34408431, 92425.54781552556 
ProstateX-0303ADC2.jpg, 39237600, 98588.50620635247 
ProstateX-0303ADC3.jpg, 39174216, 98426.26640282563 
ProstateX-0303ADC4.jpg, 39752496, 99252.42289234052 
ProstateX-0303ADC5.jpg, 41825610, 101853.50957134466 
ProstateX-0303ADC6.jpg, 41274891, 101171.30421715438 
ProstateX-0303ADC7.jpg, 42169014, 102039.34708728785 
ProstateX-0303ADC8.jpg, 42424875, 102433.54853269509 
ProstateX-0303ADC9.jpg, 43735464, 103701.28120712878 
ProstateX-0304ADC0.jpg, 26721054, 80929.48015402051 
ProstateX-0304ADC1.jpg, 32730102, 89409.04685768661 
ProstateX-0304ADC10.jpg, 30576723, 86139.57092416934 
ProstateX-0304ADC11.jpg, 31407429, 87491.04643904998 
ProstateX-0304ADC12.jpg, 31755822, 88033.7228566417 
ProstateX-0304ADC13.jpg, 30269187, 86163.92579844537 
ProstateX-0304ADC14.jpg, 28290750, 83222.92471428771 
ProstateX-0304ADC15.jpg, 26472363, 80712.65716726218 
ProstateX-0304ADC16.jpg, 27196512, 81756.64941764675 
ProstateX-0304ADC17.jpg, 27487248, 82196.74486255524 
ProstateX-0304ADC18.jpg, 25743459, 79327.35395183682 
ProstateX-0304ADC2.jpg, 32689644, 89071.90957872184 
ProstateX-0304ADC3.jpg, 29196858, 84629.44523036884 
ProstateX-0304ADC4.jpg, 28975488, 84143.36323204581 
ProstateX-0304ADC5.jpg, 23235339, 74810.67927107733 
ProstateX-0304ADC6.jpg, 32519226, 88635.73837905341 
ProstateX-0304ADC7.jpg, 32551527, 88769.37595252092 
ProstateX-0304ADC8.jpg, 31472427, 87133.0329610992 
ProstateX-0304ADC9.jpg, 31126365, 86684.19075586967 
ProstateX-0305ADC1.jpg, 32611509, 89260.96226794779 
ProstateX-0305ADC10.jpg, 35286987, 92932.36919932689 
ProstateX-0305ADC11.jpg, 32149677, 88922.16372198779 
ProstateX-0305ADC12.jpg, 33703047, 91065.50890979526 
ProstateX-0305ADC13.jpg, 32861133, 89691.79097888502 
ProstateX-0305ADC14.jpg, 27697965, 82456.19438829322 
ProstateX-0305ADC15.jpg, 23585370, 75676.62925897268 
ProstateX-0305ADC16.jpg, 23169846, 74829.62339875833 
ProstateX-0305ADC17.jpg, 21981699, 72986.68235370067 
ProstateX-0305ADC18.jpg, 22846608, 74390.22242203608 
ProstateX-0305ADC2.jpg, 30591312, 86743.02441118825 
ProstateX-0305ADC3.jpg, 31930140, 88850.3024080391 
ProstateX-0305ADC4.jpg, 32102169, 89091.97894872467 
ProstateX-0305ADC6.jpg, 36450159, 94351.08678229414 
ProstateX-0305ADC7.jpg, 35369481, 93151.6380371274 
ProstateX-0305ADC8.jpg, 35393826, 93032.96393214611 
ProstateX-0305ADC9.jpg, 34494912, 92023.27077429926 
ProstateX-0306ADC0.jpg, 45374247, 105510.35924021868 
ProstateX-0306ADC1.jpg, 46065474, 106157.31351159938 
ProstateX-0306ADC10.jpg, 45512403, 106019.83996875302 
ProstateX-0306ADC11.jpg, 43250385, 103757.48804303234 
ProstateX-0306ADC12.jpg, 41896542, 102201.03626676199 
ProstateX-0306ADC13.jpg, 39296898, 99013.59085499324 
ProstateX-0306ADC14.jpg, 39451734, 99248.84277410997 
ProstateX-0306ADC15.jpg, 41980815, 102354.64943518688 
ProstateX-0306ADC16.jpg, 41060037, 101214.46654999472 
ProstateX-0306ADC17.jpg, 42715860, 103197.64442079092 
ProstateX-0306ADC2.jpg, 45500193, 105872.53268435586 
ProstateX-0306ADC3.jpg, 45719967, 106298.00324088878 
ProstateX-0306ADC4.jpg, 45342756, 105941.22596987445 
ProstateX-0306ADC5.jpg, 45898503, 106546.73877224023 
ProstateX-0306ADC6.jpg, 44070294, 104656.32516002079 
ProstateX-0306ADC7.jpg, 45747219, 106482.2612128424 
ProstateX-0306ADC8.jpg, 45841989, 106349.95603666228 
ProstateX-0306ADC9.jpg, 45576777, 106092.86490146263 
ProstateX-0307ADC0.jpg, 33948093, 90644.80605638692 
ProstateX-0307ADC1.jpg, 31508904, 87557.2046150401 
ProstateX-0307ADC10.jpg, 32392473, 89101.36620164699 
ProstateX-0307ADC11.jpg, 30562974, 86682.20942038798 
ProstateX-0307ADC12.jpg, 29000610, 84451.49646986724 
ProstateX-0307ADC13.jpg, 29747439, 85520.1528705369 
ProstateX-0307ADC14.jpg, 27397215, 81976.93659194639 
ProstateX-0307ADC15.jpg, 21068319, 71532.0257297387 
ProstateX-0307ADC16.jpg, 26198715, 80117.34611805361 
ProstateX-0307ADC17.jpg, 25988577, 79290.35582591366 
ProstateX-0307ADC18.jpg, 28509360, 83123.4067757091 
ProstateX-0307ADC2.jpg, 31232553, 87156.298963414 
ProstateX-0307ADC3.jpg, 25391289, 78563.60441705816 
ProstateX-0307ADC4.jpg, 26887149, 80882.03612051319 
ProstateX-0307ADC5.jpg, 28512642, 83647.03542863906 
ProstateX-0307ADC6.jpg, 29601555, 84725.51286950112 
ProstateX-0307ADC7.jpg, 23340987, 75456.56760680278 
ProstateX-0307ADC8.jpg, 29356347, 84625.89662154252 
ProstateX-0307ADC9.jpg, 30912243, 86964.68091702517 
ProstateX-0308ADC0.jpg, 34558593, 91517.55131667368 
ProstateX-0308ADC1.jpg, 36807213, 94834.34097941525 
ProstateX-0308ADC10.jpg, 29699511, 85540.95438443506 
ProstateX-0308ADC11.jpg, 30359967, 86443.97493752818 
ProstateX-0308ADC12.jpg, 29121375, 84616.97267688085 
ProstateX-0308ADC13.jpg, 27225681, 81798.7767329072 
ProstateX-0308ADC14.jpg, 31988844, 88802.13652835162 
ProstateX-0308ADC15.jpg, 33592065, 91015.4078109855 
ProstateX-0308ADC16.jpg, 31572585, 88092.0538243944 
ProstateX-0308ADC17.jpg, 33720444, 91063.17848614774 
ProstateX-0308ADC18.jpg, 31108860, 87181.319294904 
ProstateX-0308ADC2.jpg, 36013485, 94169.20603360739 
